filename,datetime,date,time,hour,minute,Trachurus_trachurus,Trisopterus_minutus,Trisopterus_luscus,Merlangius_merlangus,total_fish
SmartBayCam2_2025-07-31_1100.png,2025-07-31 11:00:00,2025-07-31,11:00,11,0,0,5,0,0,5
SmartBayCam2_2025-07-31_1130.png,2025-07-31 11:30:00,2025-07-31,11:30,11,30,1,0,0,0,1
SmartBayCam2_2025-07-31_1200.png,2025-07-31 12:00:00,2025-07-31,12:00,12,0,0,15,1,0,16
SmartBayCam2_2025-07-31_1230.png,2025-07-31 12:30:00,2025-07-31,12:30,12,30,0,0,0,0,0
SmartBayCam2_2025-07-31_1300.png,2025-07-31 13:00:00,2025-07-31,13:00,13,0,3,0,0,0,3
SmartBayCam2_2025-07-31_1330.png,2025-07-31 13:30:00,2025-07-31,13:30,13,30,0,10,1,0,11
SmartBayCam2_2025-07-31_1400.png,2025-07-31 14:00:00,2025-07-31,14:00,14,0,6,5,0,0,11
SmartBayCam2_2025-07-31_1430.png,2025-07-31 14:30:00,2025-07-31,14:30,14,30,0,1,0,0,1
SmartBayCam2_2025-07-31_1500.png,2025-07-31 15:00:00,2025-07-31,15:00,15,0,0,1,0,0,1
SmartBayCam2_2025-07-31_1530.png,2025-07-31 15:30:00,2025-07-31,15:30,15,30,0,0,0,0,0
SmartBayCam2_2025-07-31_1600.png,2025-07-31 16:00:00,2025-07-31,16:00,16,0,9,0,0,0,9
SmartBayCam2_2025-07-31_1630.png,2025-07-31 16:30:00,2025-07-31,16:30,16,30,0,0,0,0,0
SmartBayCam2_2025-07-31_1700.png,2025-07-31 17:00:00,2025-07-31,17:00,17,0,0,0,0,0,0
SmartBayCam2_2025-07-31_1730.png,2025-07-31 17:30:00,2025-07-31,17:30,17,30,0,0,0,0,0
SmartBayCam2_2025-07-31_1800.png,2025-07-31 18:00:00,2025-07-31,18:00,18,0,0,0,0,0,0
SmartBayCam2_2025-07-31_1830.png,2025-07-31 18:30:00,2025-07-31,18:30,18,30,0,0,0,0,0
SmartBayCam2_2025-07-31_1900.png,2025-07-31 19:00:00,2025-07-31,19:00,19,0,0,0,0,0,0
SmartBayCam2_2025-07-31_1930.png,2025-07-31 19:30:00,2025-07-31,19:30,19,30,0,1,0,0,1
SmartBayCam2_2025-07-31_2000.png,2025-07-31 20:00:00,2025-07-31,20:00,20,0,0,0,0,0,0
SmartBayCam2_2025-07-31_2030.png,2025-07-31 20:30:00,2025-07-31,20:30,20,30,0,0,0,0,0
SmartBayCam2_2025-07-31_2100.png,2025-07-31 21:00:00,2025-07-31,21:00,21,0,57,0,0,0,57
SmartBayCam2_2025-07-31_2130.png,2025-07-31 21:30:00,2025-07-31,21:30,21,30,46,0,0,0,46
SmartBayCam2_2025-07-31_2200.png,2025-07-31 22:00:00,2025-07-31,22:00,22,0,49,0,0,0,49
SmartBayCam2_2025-07-31_2230.png,2025-07-31 22:30:00,2025-07-31,22:30,22,30,47,0,0,0,47
SmartBayCam2_2025-07-31_2300.png,2025-07-31 23:00:00,2025-07-31,23:00,23,0,20,0,0,0,20
SmartBayCam2_2025-07-31_2330.png,2025-07-31 23:30:00,2025-07-31,23:30,23,30,39,1,0,0,40
SmartBayCam2_2025-08-01_0000.png,2025-08-01 00:00:00,2025-08-01,00:00,0,0,44,1,0,0,45
SmartBayCam2_2025-08-01_0030.png,2025-08-01 00:30:00,2025-08-01,00:30,0,30,31,0,0,0,31
SmartBayCam2_2025-08-01_0100.png,2025-08-01 01:00:00,2025-08-01,01:00,1,0,0,0,0,0,0
SmartBayCam2_2025-08-01_0130.png,2025-08-01 01:30:00,2025-08-01,01:30,1,30,0,0,0,0,0
SmartBayCam2_2025-08-01_0200.png,2025-08-01 02:00:00,2025-08-01,02:00,2,0,24,0,0,0,24
SmartBayCam2_2025-08-01_0230.png,2025-08-01 02:30:00,2025-08-01,02:30,2,30,36,0,0,0,36
SmartBayCam2_2025-08-01_0300.png,2025-08-01 03:00:00,2025-08-01,03:00,3,0,56,0,0,0,56
SmartBayCam2_2025-08-01_0330.png,2025-08-01 03:30:00,2025-08-01,03:30,3,30,33,0,0,0,33
SmartBayCam2_2025-08-01_0400.png,2025-08-01 04:00:00,2025-08-01,04:00,4,0,23,0,0,0,23
SmartBayCam2_2025-08-01_0430.png,2025-08-01 04:30:00,2025-08-01,04:30,4,30,16,3,0,0,19
SmartBayCam2_2025-08-01_0500.png,2025-08-01 05:00:00,2025-08-01,05:00,5,0,0,2,0,0,2
SmartBayCam2_2025-08-01_0530.png,2025-08-01 05:30:00,2025-08-01,05:30,5,30,0,0,0,0,0
SmartBayCam2_2025-08-01_0600.png,2025-08-01 06:00:00,2025-08-01,06:00,6,0,0,0,0,0,0
SmartBayCam2_2025-08-01_0630.png,2025-08-01 06:30:00,2025-08-01,06:30,6,30,0,1,0,0,1
SmartBayCam2_2025-08-01_0700.png,2025-08-01 07:00:00,2025-08-01,07:00,7,0,0,1,0,0,1
SmartBayCam2_2025-08-01_0730.png,2025-08-01 07:30:00,2025-08-01,07:30,7,30,0,1,0,0,1
SmartBayCam2_2025-08-01_0800.png,2025-08-01 08:00:00,2025-08-01,08:00,8,0,0,2,0,0,2
SmartBayCam2_2025-08-01_0830.png,2025-08-01 08:30:00,2025-08-01,08:30,8,30,0,9,0,0,9
SmartBayCam2_2025-08-01_0900.png,2025-08-01 09:00:00,2025-08-01,09:00,9,0,0,3,0,0,3
SmartBayCam2_2025-08-01_0930.png,2025-08-01 09:30:00,2025-08-01,09:30,9,30,0,4,0,0,4
SmartBayCam2_2025-08-01_1000.png,2025-08-01 10:00:00,2025-08-01,10:00,10,0,0,1,0,0,1
SmartBayCam2_2025-08-01_1030.png,2025-08-01 10:30:00,2025-08-01,10:30,10,30,2,7,0,0,9
SmartBayCam2_2025-08-01_1100.png,2025-08-01 11:00:00,2025-08-01,11:00,11,0,5,3,0,0,8
SmartBayCam2_2025-08-01_1130.png,2025-08-01 11:30:00,2025-08-01,11:30,11,30,6,2,0,0,8
SmartBayCam2_2025-08-01_1200.png,2025-08-01 12:00:00,2025-08-01,12:00,12,0,2,3,0,0,5
SmartBayCam2_2025-08-01_1230.png,2025-08-01 12:30:00,2025-08-01,12:30,12,30,0,6,0,0,6
SmartBayCam2_2025-08-01_1300.png,2025-08-01 13:00:00,2025-08-01,13:00,13,0,0,0,0,0,0
SmartBayCam2_2025-08-01_1330.png,2025-08-01 13:30:00,2025-08-01,13:30,13,30,0,25,0,0,25
SmartBayCam2_2025-08-01_1400.png,2025-08-01 14:00:00,2025-08-01,14:00,14,0,1,8,0,0,9
SmartBayCam2_2025-08-01_1430.png,2025-08-01 14:30:00,2025-08-01,14:30,14,30,0,1,0,0,1
SmartBayCam2_2025-08-01_1500.png,2025-08-01 15:00:00,2025-08-01,15:00,15,0,0,12,0,0,12
SmartBayCam2_2025-08-01_1530.png,2025-08-01 15:30:00,2025-08-01,15:30,15,30,0,7,0,0,7
SmartBayCam2_2025-08-01_1600.png,2025-08-01 16:00:00,2025-08-01,16:00,16,0,0,6,0,0,6
SmartBayCam2_2025-08-01_1630.png,2025-08-01 16:30:00,2025-08-01,16:30,16,30,0,0,0,0,0
SmartBayCam2_2025-08-01_1700.png,2025-08-01 17:00:00,2025-08-01,17:00,17,0,0,6,0,0,6
SmartBayCam2_2025-08-01_1730.png,2025-08-01 17:30:00,2025-08-01,17:30,17,30,0,0,0,0,0
SmartBayCam2_2025-08-01_1800.png,2025-08-01 18:00:00,2025-08-01,18:00,18,0,0,0,0,0,0
SmartBayCam2_2025-08-01_1830.png,2025-08-01 18:30:00,2025-08-01,18:30,18,30,0,0,0,0,0
SmartBayCam2_2025-08-01_1900.png,2025-08-01 19:00:00,2025-08-01,19:00,19,0,1,0,0,0,1
SmartBayCam2_2025-08-01_1930.png,2025-08-01 19:30:00,2025-08-01,19:30,19,30,0,0,0,0,0
SmartBayCam2_2025-08-01_2000.png,2025-08-01 20:00:00,2025-08-01,20:00,20,0,1,2,0,0,3
SmartBayCam2_2025-08-01_2030.png,2025-08-01 20:30:00,2025-08-01,20:30,20,30,0,0,0,0,0
SmartBayCam2_2025-08-01_2100.png,2025-08-01 21:00:00,2025-08-01,21:00,21,0,29,0,0,0,29
SmartBayCam2_2025-08-01_2130.png,2025-08-01 21:30:00,2025-08-01,21:30,21,30,50,0,0,0,50
SmartBayCam2_2025-08-01_2200.png,2025-08-01 22:00:00,2025-08-01,22:00,22,0,63,0,0,0,63
SmartBayCam2_2025-08-01_2230.png,2025-08-01 22:30:00,2025-08-01,22:30,22,30,37,0,0,0,37
SmartBayCam2_2025-08-01_2300.png,2025-08-01 23:00:00,2025-08-01,23:00,23,0,34,0,0,0,34
SmartBayCam2_2025-08-01_2330.png,2025-08-01 23:30:00,2025-08-01,23:30,23,30,83,0,0,0,83
SmartBayCam2_2025-08-02_0000.png,2025-08-02 00:00:00,2025-08-02,00:00,0,0,81,0,0,0,81
SmartBayCam2_2025-08-02_0030.png,2025-08-02 00:30:00,2025-08-02,00:30,0,30,71,0,0,0,71
SmartBayCam2_2025-08-02_0100.png,2025-08-02 01:00:00,2025-08-02,01:00,1,0,53,0,0,0,53
SmartBayCam2_2025-08-02_0130.png,2025-08-02 01:30:00,2025-08-02,01:30,1,30,61,0,0,0,61
SmartBayCam2_2025-08-02_0200.png,2025-08-02 02:00:00,2025-08-02,02:00,2,0,50,0,0,0,50
SmartBayCam2_2025-08-02_0230.png,2025-08-02 02:30:00,2025-08-02,02:30,2,30,50,0,0,0,50
SmartBayCam2_2025-08-02_0300.png,2025-08-02 03:00:00,2025-08-02,03:00,3,0,51,0,0,0,51
SmartBayCam2_2025-08-02_0330.png,2025-08-02 03:30:00,2025-08-02,03:30,3,30,56,0,0,0,56
SmartBayCam2_2025-08-02_0400.png,2025-08-02 04:00:00,2025-08-02,04:00,4,0,61,0,0,0,61
SmartBayCam2_2025-08-02_0430.png,2025-08-02 04:30:00,2025-08-02,04:30,4,30,6,1,0,0,7
SmartBayCam2_2025-08-02_0500.png,2025-08-02 05:00:00,2025-08-02,05:00,5,0,1,5,0,0,6
SmartBayCam2_2025-08-02_0530.png,2025-08-02 05:30:00,2025-08-02,05:30,5,30,0,9,0,0,9
SmartBayCam2_2025-08-02_0600.png,2025-08-02 06:00:00,2025-08-02,06:00,6,0,0,8,0,0,8
SmartBayCam2_2025-08-02_0630.png,2025-08-02 06:30:00,2025-08-02,06:30,6,30,0,2,0,0,2
SmartBayCam2_2025-08-02_0700.png,2025-08-02 07:00:00,2025-08-02,07:00,7,0,0,6,0,0,6
SmartBayCam2_2025-08-02_0730.png,2025-08-02 07:30:00,2025-08-02,07:30,7,30,1,4,0,0,5
SmartBayCam2_2025-08-02_0800.png,2025-08-02 08:00:00,2025-08-02,08:00,8,0,0,1,0,0,1
SmartBayCam2_2025-08-02_0830.png,2025-08-02 08:30:00,2025-08-02,08:30,8,30,6,1,0,0,7
SmartBayCam2_2025-08-02_0900.png,2025-08-02 09:00:00,2025-08-02,09:00,9,0,14,0,0,0,14
SmartBayCam2_2025-08-02_0930.png,2025-08-02 09:30:00,2025-08-02,09:30,9,30,0,1,0,0,1
SmartBayCam2_2025-08-02_1000.png,2025-08-02 10:00:00,2025-08-02,10:00,10,0,12,0,0,0,12
SmartBayCam2_2025-08-02_1030.png,2025-08-02 10:30:00,2025-08-02,10:30,10,30,0,5,0,0,5
SmartBayCam2_2025-08-02_1100.png,2025-08-02 11:00:00,2025-08-02,11:00,11,0,1,3,0,0,4
SmartBayCam2_2025-08-02_1130.png,2025-08-02 11:30:00,2025-08-02,11:30,11,30,0,14,0,1,15
SmartBayCam2_2025-08-02_1200.png,2025-08-02 12:00:00,2025-08-02,12:00,12,0,0,1,0,0,1
SmartBayCam2_2025-08-02_1230.png,2025-08-02 12:30:00,2025-08-02,12:30,12,30,1,2,0,0,3
SmartBayCam2_2025-08-02_1300.png,2025-08-02 13:00:00,2025-08-02,13:00,13,0,0,3,0,0,3
SmartBayCam2_2025-08-02_1330.png,2025-08-02 13:30:00,2025-08-02,13:30,13,30,21,0,0,0,21
SmartBayCam2_2025-08-02_1400.png,2025-08-02 14:00:00,2025-08-02,14:00,14,0,0,1,0,0,1
SmartBayCam2_2025-08-02_1430.png,2025-08-02 14:30:00,2025-08-02,14:30,14,30,0,4,0,0,4
SmartBayCam2_2025-08-02_1500.png,2025-08-02 15:00:00,2025-08-02,15:00,15,0,1,22,0,0,23
SmartBayCam2_2025-08-02_1530.png,2025-08-02 15:30:00,2025-08-02,15:30,15,30,1,4,1,0,6
SmartBayCam2_2025-08-02_1600.png,2025-08-02 16:00:00,2025-08-02,16:00,16,0,0,8,0,0,8
SmartBayCam2_2025-08-02_1630.png,2025-08-02 16:30:00,2025-08-02,16:30,16,30,6,0,0,0,6
SmartBayCam2_2025-08-02_1700.png,2025-08-02 17:00:00,2025-08-02,17:00,17,0,0,22,0,0,22
SmartBayCam2_2025-08-02_1730.png,2025-08-02 17:30:00,2025-08-02,17:30,17,30,0,1,0,0,1
SmartBayCam2_2025-08-02_1800.png,2025-08-02 18:00:00,2025-08-02,18:00,18,0,0,0,0,0,0
SmartBayCam2_2025-08-02_1830.png,2025-08-02 18:30:00,2025-08-02,18:30,18,30,0,2,0,0,2
SmartBayCam2_2025-08-02_1900.png,2025-08-02 19:00:00,2025-08-02,19:00,19,0,0,1,0,0,1
SmartBayCam2_2025-08-02_1930.png,2025-08-02 19:30:00,2025-08-02,19:30,19,30,0,1,0,0,1
SmartBayCam2_2025-08-02_2000.png,2025-08-02 20:00:00,2025-08-02,20:00,20,0,1,2,0,0,3
SmartBayCam2_2025-08-02_2030.png,2025-08-02 20:30:00,2025-08-02,20:30,20,30,11,2,0,0,13
SmartBayCam2_2025-08-02_2100.png,2025-08-02 21:00:00,2025-08-02,21:00,21,0,72,1,0,0,73
SmartBayCam2_2025-08-02_2130.png,2025-08-02 21:30:00,2025-08-02,21:30,21,30,83,0,0,0,83
SmartBayCam2_2025-08-02_2200.png,2025-08-02 22:00:00,2025-08-02,22:00,22,0,50,0,0,0,50
SmartBayCam2_2025-08-02_2230.png,2025-08-02 22:30:00,2025-08-02,22:30,22,30,50,0,0,0,50
SmartBayCam2_2025-08-02_2300.png,2025-08-02 23:00:00,2025-08-02,23:00,23,0,1,0,0,0,1
SmartBayCam2_2025-08-02_2330.png,2025-08-02 23:30:00,2025-08-02,23:30,23,30,20,0,0,0,20
SmartBayCam2_2025-08-03_0000.png,2025-08-03 00:00:00,2025-08-03,00:00,0,0,36,0,0,0,36
SmartBayCam2_2025-08-03_0030.png,2025-08-03 00:30:00,2025-08-03,00:30,0,30,26,0,0,0,26
SmartBayCam2_2025-08-03_0100.png,2025-08-03 01:00:00,2025-08-03,01:00,1,0,26,1,0,0,27
SmartBayCam2_2025-08-03_0130.png,2025-08-03 01:30:00,2025-08-03,01:30,1,30,0,0,0,0,0
SmartBayCam2_2025-08-03_0200.png,2025-08-03 02:00:00,2025-08-03,02:00,2,0,26,0,0,0,26
SmartBayCam2_2025-08-03_0230.png,2025-08-03 02:30:00,2025-08-03,02:30,2,30,13,0,0,0,13
SmartBayCam2_2025-08-03_0300.png,2025-08-03 03:00:00,2025-08-03,03:00,3,0,23,0,0,0,23
SmartBayCam2_2025-08-03_0330.png,2025-08-03 03:30:00,2025-08-03,03:30,3,30,8,0,0,0,8
SmartBayCam2_2025-08-03_0400.png,2025-08-03 04:00:00,2025-08-03,04:00,4,0,39,2,0,0,41
SmartBayCam2_2025-08-03_0430.png,2025-08-03 04:30:00,2025-08-03,04:30,4,30,36,0,0,0,36
SmartBayCam2_2025-08-03_0500.png,2025-08-03 05:00:00,2025-08-03,05:00,5,0,8,0,0,0,8
SmartBayCam2_2025-08-03_0530.png,2025-08-03 05:30:00,2025-08-03,05:30,5,30,13,0,0,0,13
SmartBayCam2_2025-08-03_0600.png,2025-08-03 06:00:00,2025-08-03,06:00,6,0,15,9,0,0,24
SmartBayCam2_2025-08-03_0630.png,2025-08-03 06:30:00,2025-08-03,06:30,6,30,1,11,0,0,12
SmartBayCam2_2025-08-03_0700.png,2025-08-03 07:00:00,2025-08-03,07:00,7,0,0,2,0,0,2
SmartBayCam2_2025-08-03_0730.png,2025-08-03 07:30:00,2025-08-03,07:30,7,30,0,3,1,0,4
SmartBayCam2_2025-08-03_0800.png,2025-08-03 08:00:00,2025-08-03,08:00,8,0,6,1,0,0,7
SmartBayCam2_2025-08-03_0830.png,2025-08-03 08:30:00,2025-08-03,08:30,8,30,25,0,0,0,25
SmartBayCam2_2025-08-03_0900.png,2025-08-03 09:00:00,2025-08-03,09:00,9,0,0,2,0,0,2
SmartBayCam2_2025-08-03_0930.png,2025-08-03 09:30:00,2025-08-03,09:30,9,30,23,0,0,0,23
SmartBayCam2_2025-08-03_1000.png,2025-08-03 10:00:00,2025-08-03,10:00,10,0,9,0,0,0,9
SmartBayCam2_2025-08-03_1030.png,2025-08-03 10:30:00,2025-08-03,10:30,10,30,4,3,0,0,7
SmartBayCam2_2025-08-03_1100.png,2025-08-03 11:00:00,2025-08-03,11:00,11,0,0,0,0,0,0
SmartBayCam2_2025-08-03_1130.png,2025-08-03 11:30:00,2025-08-03,11:30,11,30,81,0,0,0,81
SmartBayCam2_2025-08-03_1200.png,2025-08-03 12:00:00,2025-08-03,12:00,12,0,30,3,0,0,33
SmartBayCam2_2025-08-03_1230.png,2025-08-03 12:30:00,2025-08-03,12:30,12,30,32,5,0,0,37
SmartBayCam2_2025-08-03_1300.png,2025-08-03 13:00:00,2025-08-03,13:00,13,0,0,0,0,0,0
SmartBayCam2_2025-08-03_1330.png,2025-08-03 13:30:00,2025-08-03,13:30,13,30,0,18,0,0,18
SmartBayCam2_2025-08-03_1400.png,2025-08-03 14:00:00,2025-08-03,14:00,14,0,0,7,0,0,7
SmartBayCam2_2025-08-03_1430.png,2025-08-03 14:30:00,2025-08-03,14:30,14,30,2,10,0,0,12
SmartBayCam2_2025-08-03_1500.png,2025-08-03 15:00:00,2025-08-03,15:00,15,0,75,4,0,0,79
SmartBayCam2_2025-08-03_1530.png,2025-08-03 15:30:00,2025-08-03,15:30,15,30,2,0,0,0,2
SmartBayCam2_2025-08-03_1600.png,2025-08-03 16:00:00,2025-08-03,16:00,16,0,1,34,0,0,35
SmartBayCam2_2025-08-03_1630.png,2025-08-03 16:30:00,2025-08-03,16:30,16,30,0,0,0,0,0
SmartBayCam2_2025-08-03_1700.png,2025-08-03 17:00:00,2025-08-03,17:00,17,0,0,7,0,0,7
SmartBayCam2_2025-08-03_1730.png,2025-08-03 17:30:00,2025-08-03,17:30,17,30,0,0,0,0,0
SmartBayCam2_2025-08-03_1800.png,2025-08-03 18:00:00,2025-08-03,18:00,18,0,0,1,0,0,1
SmartBayCam2_2025-08-03_1830.png,2025-08-03 18:30:00,2025-08-03,18:30,18,30,0,1,0,0,1
SmartBayCam2_2025-08-03_1900.png,2025-08-03 19:00:00,2025-08-03,19:00,19,0,0,5,0,0,5
SmartBayCam2_2025-08-03_1930.png,2025-08-03 19:30:00,2025-08-03,19:30,19,30,0,1,0,0,1
SmartBayCam2_2025-08-03_2000.png,2025-08-03 20:00:00,2025-08-03,20:00,20,0,5,1,0,0,6
SmartBayCam2_2025-08-03_2030.png,2025-08-03 20:30:00,2025-08-03,20:30,20,30,17,0,0,0,17
SmartBayCam2_2025-08-03_2100.png,2025-08-03 21:00:00,2025-08-03,21:00,21,0,30,2,0,0,32
SmartBayCam2_2025-08-03_2130.png,2025-08-03 21:30:00,2025-08-03,21:30,21,30,39,0,0,0,39
SmartBayCam2_2025-08-03_2200.png,2025-08-03 22:00:00,2025-08-03,22:00,22,0,16,0,0,0,16
SmartBayCam2_2025-08-03_2230.png,2025-08-03 22:30:00,2025-08-03,22:30,22,30,10,0,0,0,10
SmartBayCam2_2025-08-03_2300.png,2025-08-03 23:00:00,2025-08-03,23:00,23,0,0,0,0,0,0
SmartBayCam2_2025-08-03_2330.png,2025-08-03 23:30:00,2025-08-03,23:30,23,30,1,0,0,0,1
SmartBayCam2_2025-08-04_0000.png,2025-08-04 00:00:00,2025-08-04,00:00,0,0,26,0,0,0,26
SmartBayCam2_2025-08-04_0030.png,2025-08-04 00:30:00,2025-08-04,00:30,0,30,6,0,0,0,6
SmartBayCam2_2025-08-04_0100.png,2025-08-04 01:00:00,2025-08-04,01:00,1,0,0,1,0,0,1
SmartBayCam2_2025-08-04_0130.png,2025-08-04 01:30:00,2025-08-04,01:30,1,30,0,0,0,0,0
SmartBayCam2_2025-08-04_0200.png,2025-08-04 02:00:00,2025-08-04,02:00,2,0,5,0,0,0,5
SmartBayCam2_2025-08-04_0230.png,2025-08-04 02:30:00,2025-08-04,02:30,2,30,1,1,0,0,2
SmartBayCam2_2025-08-04_0300.png,2025-08-04 03:00:00,2025-08-04,03:00,3,0,6,0,0,0,6
SmartBayCam2_2025-08-04_0330.png,2025-08-04 03:30:00,2025-08-04,03:30,3,30,4,1,0,0,5
SmartBayCam2_2025-08-04_0400.png,2025-08-04 04:00:00,2025-08-04,04:00,4,0,15,1,0,0,16
SmartBayCam2_2025-08-04_0430.png,2025-08-04 04:30:00,2025-08-04,04:30,4,30,14,0,0,0,14
SmartBayCam2_2025-08-04_0500.png,2025-08-04 05:00:00,2025-08-04,05:00,5,0,32,0,0,0,32
SmartBayCam2_2025-08-04_0530.png,2025-08-04 05:30:00,2025-08-04,05:30,5,30,0,0,0,0,0
SmartBayCam2_2025-08-04_0600.png,2025-08-04 06:00:00,2025-08-04,06:00,6,0,12,0,0,0,12
SmartBayCam2_2025-08-04_0630.png,2025-08-04 06:30:00,2025-08-04,06:30,6,30,13,0,0,0,13
SmartBayCam2_2025-08-04_0700.png,2025-08-04 07:00:00,2025-08-04,07:00,7,0,15,0,0,0,15
SmartBayCam2_2025-08-04_0730.png,2025-08-04 07:30:00,2025-08-04,07:30,7,30,11,0,0,0,11
SmartBayCam2_2025-08-04_0800.png,2025-08-04 08:00:00,2025-08-04,08:00,8,0,15,0,0,0,15
SmartBayCam2_2025-08-04_0830.png,2025-08-04 08:30:00,2025-08-04,08:30,8,30,10,0,0,0,10
SmartBayCam2_2025-08-04_0900.png,2025-08-04 09:00:00,2025-08-04,09:00,9,0,0,0,0,0,0
SmartBayCam2_2025-08-04_0930.png,2025-08-04 09:30:00,2025-08-04,09:30,9,30,1,0,0,0,1
SmartBayCam2_2025-08-04_1000.png,2025-08-04 10:00:00,2025-08-04,10:00,10,0,9,1,0,0,10
SmartBayCam2_2025-08-04_1030.png,2025-08-04 10:30:00,2025-08-04,10:30,10,30,5,0,0,0,5
SmartBayCam2_2025-08-04_1100.png,2025-08-04 11:00:00,2025-08-04,11:00,11,0,9,0,0,0,9
SmartBayCam2_2025-08-04_1130.png,2025-08-04 11:30:00,2025-08-04,11:30,11,30,12,0,0,0,12
SmartBayCam2_2025-08-04_1200.png,2025-08-04 12:00:00,2025-08-04,12:00,12,0,23,0,0,0,23
SmartBayCam2_2025-08-04_1230.png,2025-08-04 12:30:00,2025-08-04,12:30,12,30,7,0,0,0,7
SmartBayCam2_2025-08-04_1300.png,2025-08-04 13:00:00,2025-08-04,13:00,13,0,11,0,0,0,11
SmartBayCam2_2025-08-04_1330.png,2025-08-04 13:30:00,2025-08-04,13:30,13,30,24,0,0,0,24
SmartBayCam2_2025-08-04_1400.png,2025-08-04 14:00:00,2025-08-04,14:00,14,0,18,0,0,0,18
SmartBayCam2_2025-08-04_1430.png,2025-08-04 14:30:00,2025-08-04,14:30,14,30,23,0,0,0,23
SmartBayCam2_2025-08-04_1500.png,2025-08-04 15:00:00,2025-08-04,15:00,15,0,17,0,0,0,17
SmartBayCam2_2025-08-04_1530.png,2025-08-04 15:30:00,2025-08-04,15:30,15,30,19,0,0,0,19
SmartBayCam2_2025-08-04_1600.png,2025-08-04 16:00:00,2025-08-04,16:00,16,0,14,0,0,0,14
SmartBayCam2_2025-08-04_1630.png,2025-08-04 16:30:00,2025-08-04,16:30,16,30,26,0,0,0,26
SmartBayCam2_2025-08-04_1700.png,2025-08-04 17:00:00,2025-08-04,17:00,17,0,23,0,0,0,23
SmartBayCam2_2025-08-04_1730.png,2025-08-04 17:30:00,2025-08-04,17:30,17,30,31,0,0,0,31
SmartBayCam2_2025-08-04_1800.png,2025-08-04 18:00:00,2025-08-04,18:00,18,0,27,0,0,0,27
SmartBayCam2_2025-08-04_1830.png,2025-08-04 18:30:00,2025-08-04,18:30,18,30,14,2,0,0,16
SmartBayCam2_2025-08-04_1900.png,2025-08-04 19:00:00,2025-08-04,19:00,19,0,22,0,0,0,22
SmartBayCam2_2025-08-04_1930.png,2025-08-04 19:30:00,2025-08-04,19:30,19,30,26,0,0,0,26
SmartBayCam2_2025-08-04_2000.png,2025-08-04 20:00:00,2025-08-04,20:00,20,0,37,0,0,0,37
SmartBayCam2_2025-08-04_2030.png,2025-08-04 20:30:00,2025-08-04,20:30,20,30,26,0,0,0,26
SmartBayCam2_2025-08-04_2100.png,2025-08-04 21:00:00,2025-08-04,21:00,21,0,21,0,0,0,21
